Player,Current Team,Shot Team,Month,Year,Opponent,Opp. GK,Foot,Run up speed,Kick speed,X,Y,Result
Carlos Moguel,,Louisville City,4,2022,Saint Louis City II,None,Right,Fast,Medium,5,0,Goal
Ray Serrano,,Louisville City,4,2022,Saint Louis City II,None,Right,Fast,Fast,3,0,Goal
Wilson Harris,,Louisville City,6,2022,Orange County SC,None,Right,Medium,Medium,9,0,Goal
Wilson Harris,,Louisville City,5,2022,Detroit City,None,Right,Medium,Fast,7,2,Goal
Wilson Harris,,Louisville City,4,2022,Saint Louis City II,None,Right,Medium,Fast,3,0,Goal
Wilson Harris,,Sporting Kansas City II,8,2021,Memphis 901,None,Right,Medium,Medium,6,0,Goal
Wilson Harris,,Sporting Kansas City II,9,2020,Saint Louis  ,None,Right,Fast,Fast,9,1,Goal
Wilson Harris,,Swope Park Rangers,10,2019,Hartford Athletic,None,Right,Fast,Fast,3,0,Save
Wilson Harris,,Swope Park Rangers,9,2019,Loudoun United,None,Right,Medium,Fast,2,0,Goal
Wilson Harris,,Swope Park Rangers,9,2019,Memphis 901,None,Right,Fast,Fast,9,0,Goal
Cameron Lancaster,,Louisville City,10,2022,Pittsburgh Riverhounds,None,Right,Fast,Fast,2,0,Goal
Cameron Lancaster,,Louisville City,10,2022,Hartford Athletic,None,Right,Fast,Fast,2,0,Goal
Cameron Lancaster,,Louisville City,5,2022,FC Tulsa,None,Right,Slow,Medium,3,0,Goal
Cameron Lancaster,,Louisville City,11,2021,Charlotte Independence,None,Right,Slow,Medium,7,2,Goal
Cameron Lancaster,,Louisville City,10,2021,Memphis 901,None,Right,Fast,Fast,9,0,Goal
Cameron Lancaster,,Louisville City,10,2021,Sporting Kansas City II,None,Right,Fast,Fast,2,0,Goal
Cameron Lancaster,,Louisville City,8,2021,OKC Energy,None,Right,Medium,Medium,9,0,Goal
Cameron Lancaster,,Louisville City,6,2021,FC Tulsa,None,Right,Medium,Medium,9,2,Goal
Cameron Lancaster,,Louisville City,6,2021,Memphis 901,None,Right,Medium,Medium,9,0,Goal
Cameron Lancaster,,Louisville City,5,2021,San Diego Loyal,None,Right,Fast,Fast,3,0,Save
Cameron Lancaster,,Louisville City,10,2018,Indy Eleven,None,Right,Slow,Medium,8,0,Goal
Cameron Lancaster,,Louisville City,8,2018,Charlotte Independence,None,Right,Medium,Fast,9,1,Goal
Cameron Lancaster,,Louisville City,10,2016,New York Red Bulls II,None,Right,Fast,Fast,3,1,Save
Cameron Lancaster,,Louisville City,5,2016,Saint Louis ,None,Right,Fast,Fast,9,0,Goal
Adrian Zendejas,,Swope Park Rangers,11,2017,OKC Energy,None,Right,Medium,Medium,3,0,Goal
Florian Valot,,New York Red Bulls II,11,2017,Louisville City,None,Right,Medium,Medium,7,0,Goal
Florian Valot,,New York Red Bulls II,10,2017,Louisville City,None,Right,Medium,Medium,6,1,Goal
Benjamin Mines,,Orange County SC,11,2021,San Antonio FC,None,Right,Medium,Medium,8,0,Goal
Benjamin Mines,,New York Red Bulls II,11,2017,Louisville City,None,Right,Medium,Fast,7,1,Save
Joaquin Rivas,El Paso Locomotive,Miami FC,10,2023,Charleston Battery,None,Left,Medium,Medium,9,0,Goal
Joaquin Rivas,El Paso Locomotive,Miami FC,9,2023,Louisville City,None,Left,Medium,Medium,9,0,Goal
Joaquin Rivas,El Paso Locomotive,Miami FC,8,2023,Hartford Athletic,None,Left,Medium,Fast,4,0,Goal
Joaquin Rivas,El Paso Locomotive,Miami FC,8,2023,El Paso Locomotive,None,Left,Medium,Medium,9,0,Goal
Joaquin Rivas,El Paso Locomotive,FC Tulsa,3,2022,Birmingham Legion,None,Left,Medium,Fast,9,1,Goal
Joaquin Rivas,El Paso Locomotive,FC Tulsa,10,2021,Memphis 901,None,Left,Medium,Fast,8,3,Miss
Joaquin Rivas,El Paso Locomotive,FC Tulsa,5,2021,Indy Eleven,None,Left,Medium,Medium,9,2,Goal
Joaquin Rivas,El Paso Locomotive,Tulsa Roughnecks,9,2018,Seattle Sounders II,None,Left,Medium,Medium,8,0,Goal
Joaquin Rivas,El Paso Locomotive,Tulsa Roughnecks,7,2018,Las Vegas Lights,None,Left,Medium,Medium,8,2,Goal
Claudio Repetto,,Miami FC,4,2023,Las Vegas Lights,None,Right,Medium,Fast,9,0,Goal
Claudio Repetto,,Miami FC,4,2023,Jacksonville Armada II,None,Right,Medium,Fast,9,1,Goal
Claudio Repetto,,Charleston Battery,10,2021,Tampa Bay Rowdies,None,Right,Medium,Medium,2,0,Goal
Claudio Repetto,,Coastal Carolina Chanticleers,4,2021,UNCW Seahawks,None,Right,Medium,Medium,9,0,Goal
Kyle Murphy,,Miami FC,6,2023,Rio Grande Valley,None,Right,Medium,Fast,2,0,Goal
Kyle Murphy,,Miami FC,5,2023,Louisville City,None,Right,Medium,Medium,9,0,Goal
Kyle Murphy,,Miami FC,9,2022,New York Red Bulls II,None,Right,Medium,Fast,2,0,Goal
Kyle Murphy,,Miami FC,8,2022,Hartford Athletic,None,Right,Medium,Medium,9,0,Goal
Kyle Murphy,,Miami FC,4,2022,Miami United,None,Right,Medium,Fast,9,0,Goal
Kyle Murphy,,Memphis 901,10,2021,Sporting Kansas City II,None,Right,Medium,Fast,2,0,Goal
Kyle Murphy,,Memphis 901,9,2021,New York Red Bulls II,None,Right,Medium,Medium,9,0,Goal
Kyle Murphy,,Memphis 901,8,2021,Colorado Springs Switchbacks,None,Right,Medium,Medium,2,0,Goal
Kyle Murphy,,Loudoun United,10,2019,New York Red Bulls II,None,Right,Medium,Medium,2,0,Goal
Josh Suggs,,New Mexico United,5,2019,Phoenix Rising,None,Left,Medium,Medium,3,0,Save
Kalen Ryden,,New Mexico United,10,2020,El Paso Locomotive,None,Left,Medium,Fast,9,2,Goal
Amando Moreno,El Paso Locomotive,New Mexico United,8,2020,Colorado Springs,None,Right,Slow,Fast,3,0,Goal
Milo Garvanian,,North Carolina Tarheels,9,2022,Notre Dame,None,Left,Fast,Fast,9,0,Goal
Milo Garvanian,,University of North Carolina,8,2022,University of South Florida,None,Left,Fast,Medium,7,0,Goal
Milo Garvanian,,University of North Carolina,11,2021,Loyola Grayhounds,None,Left,Fast,Medium,8,0,Goal
Milo Garvanian,,University of North Carolina,11,2021,Syracuse Orange,None,Left,Medium,Medium,2,2,Goal
Milo Garvanian,,University of North Carolina,10,2021,Virginia Tech,None,Left,Fast,Fast,4,0,Save
Milo Garvanian,,University of North Carolina,10,2021,Loyala Marymount,None,Left,Fast,Fast,7,0,Goal
Milo Garvanian,,University of North Carolina,5,2021,University of Charlotte,None,Left,Fast,Fast,8,2,Goal
Santi Moar,,Phoenix Rising,11,2021,Rio Grande Valley,None,Right,Medium,Medium,9,1,Goal
Santi Moar,,Phoenix Rising,9,2021,Tacoma Defiance,None,Right,Slow,Fast,2,0,Goal
Santi Moar,,Phoenix Rising,8,2021,Las Vegas Lights,None,Right,Slow,Medium,2,0,Goal
Santi Moar,,Phoenix Rising,10,2021,El Paso Locomotive,None,Right,Medium,Medium,2,0,Goal
Santi Moar,,New Mexico United,6,2019,Colorado Rapids,None,Right,Medium,Fast,9,0,Goal
Santi Moar,,New Mexico United,5,2019,Phoenix Rising,None,Right,Medium,Medium,2,2,Goal
Santi Moar,,Bethlehem Steel,10,2018,Pittsburgh Riverhounds,None,Right,Medium,Fast,4,2,Goal
Santi Moar,,Bethlehem Steel,8,2018,Ottawa Fury,None,Right,Fast,Fast,2,0,Goal
Josh Dolling,,New Mexico United,4,2023,UDA Soccer,None,Right,Medium,Fast,2,0,Goal
Josh Dolling,,Creighton Bluejays,3,2021,Missouri State Bears,None,Right,Medium,Fast,5,0,Save
Greg Hurst,,Phoenix Rising,5,2022,Sacramento Republic,None,Right,Medium,Fast,3,0,Save
Greg Hurst,,Union Omaha,10,2021,Forward Madison,None,Right,Medium,Fast,2,1,Goal
Greg Hurst,,Chattanooga Red Wolves,10,2020,Forward Madison,None,Right,Medium,Fast,2,0,Goal
Greg Hurst,,Chattanooga Red Wolves,10,2020,North Texas,None,Right,Medium,Medium,3,0,Goal
Chris Wehan,,New Mexico United,4,2022,Phoenix Rising,None,Right,Fast,Medium,3,1,Save
Chris Wehan,,New Mexico United,4,2022,Las Vegas Legends,None,Right,Fast,Fast,2,0,Goal
Chris Wehan,,New Mexico United,10,2021,Real Monarchs,None,Right,Fast,Fast,9,0,Goal
Chris Wehan,,New Mexico United,10,2021,El Paso Locomotive,None,Right,Fast,Fast,3,2,Goal
Chris Wehan,,New Mexico United,7,2020,El Paso Locomotive,None,Right,Fast,Fast,3,0,Save
Chris Wehan,,New Mexico United,8,2019,LA Galaxy II,None,Right,Fast,Fast,3,1,Save
Chris Wehan,,New Mexico United,6,2019,Colorado Rapids,None,Right,Fast,Fast,2,2,Goal
Chris Wehan,,New Mexico United,5,2019,Phoenix Rising,None,Right,Fast,Medium,2,0,Goal
Chris Wehan,,Reno 1868,10,2017,Orange County SC,None,Right,Medium,Medium,9,0,Goal
Justin Portillo,,New Mexico United,4,2023,UDA Soccer,None,Right,Fast,Fast,9,0,Goal
Justin Portillo,,New Mexico United,3,2023,Miami FC,None,Right,Medium,Fast,2,1,Goal
Justin Portillo,,New Mexico United,10,2022,LA Galaxy II,None,Right,Medium,Medium,9,0,Goal
Justin Portillo,,New Mexico United,10,2022,San Diego Loyal,None,Right,Medium,Fast,6,1,Goal
Justin Portillo,,New Mexico United,8,2022,New York Red Bulls II,None,Right,Medium,Medium,3,0,Save
Justin Portillo,,New Mexico United,7,2022,FC Tulsa,None,Right,Medium,Medium,2,0,Goal
Justin Portillo,,New Mexico United,7,2022,Rio Grande Valley,None,Right,Medium,Medium,9,0,Goal
Justin Portillo,,New Mexico United,6,2022,Orange County SC,None,Right,Medium,Medium,2,0,Goal
Justin Portillo,,New Mexico United,5,2022,Phoenix Rising,None,Right,Medium,Medium,3,0,Goal
Justin Portillo,,New Mexico United,5,2022,Phoenix Rising,None,Right,Medium,Fast,9,0,Goal
Justin Portillo,,Real Monarchs,8,2018,Tulsa Roughnecks,None,Right,Slow,Fast,9,2,Goal
Justin Portillo,,Charleston Battery,7,2017,Louisville City,None,Right,Medium,Medium,2,0,Goal
Justin Portillo,,Charleston Battery,6,2017,Richmond Kickers,None,Right,Medium,Medium,8,0,Goal
Justin Portillo,,Charleston Battery,3,2017,FC Cincinnati,None,Right,Medium,Fast,3,0,Save
Justin Portillo,,Charleston Battery,4,2016,Rochester Rhinos,None,Right,Medium,Fast,2,0,Goal
Justin Portillo,,Charleston Battery,6,2016,Harrisburg City Islanders,None,Right,Medium,Medium,8,0,Goal
Justin Portillo,,Charleston Battery,6,2016,Orlando City SC,None,Right,Slow,Medium,2,0,Goal
Justin Portillo,,Charleston Battery,5,2016,Pittsburgh Riverhounds,None,Right,Slow,Fast,3,0,Goal
Justin Portillo,,Charleston Battery,4,2016,Charlotte Independence,None,Right,Slow,Medium,9,0,Goal
Justin Portillo,,Charleston Battery,8,2015,Richmond Kickers,None,Right,Slow,Medium,8,0,Goal
Justin Portillo,,Charleston Battery,8,2015,Saint Louis FC,None,Right,Slow,Medium,9,0,Goal
Justin Portillo,,Charleston Battery,6,2015,Orlando City SC,None,Right,Medium,Medium,2,0,Goal
Justin Portillo,,Charleston Battery,5,2015,Wilmington Hammerheads,None,Right,Slow,Medium,2,0,Goal
Seku Conneh,,Monterey Bay FC,9,2022,Phoenix Rising,Ben Lundt,Right,Fast,Fast,4,4,Miss
Tarek Morad,,Oakland Roots,11,2021,Orange County SC,None,Right,Medium,Medium,9,0,Goal
Tarek Morad,,Louisville City,10,2017,Richmond Kickers,None,Right,Fast,Slow,3,1,Save
Bryan Tamacas,,El Salvador,6,2023,Martinique,None,Right,Slow,Fast,6,1,Goal
Bryan Tamacas,,Alianza,5,2022,Aguila,None,Right,Slow,Medium,3,1,Goal
Bryan Tamacas,,Alianza,5,2022,Firpo,None,Right,Slow,Medium,2,1,Goal
Bryan Tamacas,,Santa Telca,9,2017,Firpo,None,Right,Medium,Fast,9,0,Goal
Joseph Nane,,Oakland Roots,11,2021,Orange County SC,None,Left,Medium,Fast,9,2,Goal
Napo Matsoso,,Louisville City,10,2022,Pittsburgh Riverhounds,None,Right,Medium,Fast,8,1,Goal
Napo Matsoso,,Louisville City,4,2022,St. Louis City II,None,Right,Medium,Medium,9,0,Goal
Irakoze Donasiyano,,Virginia Cavaliers,10,2020,Virginia Tech,None,Right,Medium,Medium,7,0,Save
Anuar Pelaez,,Oakland Roots,8,2023,Colorado Springs,None,Right,Medium,Fast,9,0,Goal
Anuar Pelaez,,Hermanos Colmenares,6,2022,Mineros de Guayana,None,Right,Medium,Medium,4,1,Goal
Anuar Pelaez,,Hermanos Colmenares,3,2022,Academia Puerto Cabello,None,Right,Medium,Medium,2,0,Goal
Anuar Pelaez,,Hermanos Colmenares,11,2021,Portuguesa,None,Right,Medium,Medium,2,0,Goal
Anuar Pelaez,,Hermanos Colmenares,8,2021,Portuguesa,None,Right,Medium,Medium,9,0,Goal
Johnny Rodriguez,,Oakland Roots,9,2023,Las Vegas Lights,None,Right,Medium,Fast,2,0,Goal
Johnny Rodriguez,,Oakland Roots,7,2023,Monterey Bay FC,Antony Siaha,Right,Medium,Fast,9,1,Goal
Brent Richards,,Reno 1868,10,2020,Phoenix Rising,None,Right,Medium,Fast,6,2,Goal
Markus Nakkim,,Mjondalen,3,2022,Kongsvinger,None,Right,Medium,Fast,2,2,Goal
Markus Nakkim,,Mjondalen,5,2021,Sanderfjord,None,Right,Medium,Fast,6,0,Save
Markus Nakkim,,Mjondalen,9,2020,Sanderfjord,None,Right,Medium,Fast,3,0,Save
Markus Nakkim,,Mjondalen,7,2020,Stromsgodset,None,Right,Medium,Medium,2,0,Goal
Andrew Fox,,Stevenage,10,2016,Brighton U23,None,Left,Medium,Fast,2,2,Goal
Andrew Fox,,Peterborough United,2,2016,West Bromwich Albion,None,Left,Medium,Fast,2,0,Goal
Kevin Partida,,Reno 1868,10,2020,Las Vegas Lights,None,Right,Medium,Medium,2,0,Goal
Kevin Partida,,Reno 1868,9,2020,Sacramento Republic,None,Right,Medium,Medium,2,0,Goal
Seth Casiple,,Orange County SC,11,2021,San Antonio FC,None,Right,Medium,Fast,2,0,Goal
Seth Casiple,,Orange County SC,11,2021,Oakland Roots,None,Right,Medium,Medium,2,1,Goal
Seth Casiple,,Reno 1868,8,2018,Sacramento Republic,None,Right,Medium,Fast,2,1,Goal
Seth Casiple,,Reno 1868,7,2018,Seattle Sounders II,None,Right,Medium,Fast,2,0,Goal
Kyle Scott,,Telstar,10,2018,Helmond Sport,None,Right,Medium,Fast,2,1,Goal
Kyle Scott,,Chelsea U19,2,2016,Valencia U19,None,Right,Medium,Medium,2,0,Goal
Daniel Pedersen,,Orange County SC,5,2022,FC Tulsa,None,Right,Medium,Fast,2,0,Goal
Daniel Pedersen,,Lillestrom,11,2019,Ranheim,None,Right,Medium,Fast,2,0,Goal
Dillon Powers,,Orange County SC,11,2021,San Antonio FC,None,Right,Medium,Medium,2,2,Goal
Dillon Powers,,Orange County SC,11,2021,Oakland Roots,None,Right,Medium,Medium,2,0,Goal
Dillon Powers,,Orange County SC,10,2021,Oakland Roots,None,Right,Medium,Medium,4,0,Save
Dillon Powers,,Orlando City SC,7,2019,New York City FC,None,Right,Medium,Medium,4,2,Goal
Dillon Powers,,Colorado Rapids,6,2015,Real Salt Lake,None,Right,Medium,Medium,10,1,Miss
Dillon Powers,,Colorado Rapids,9,2014,Portland Timbers,None,Right,Medium,Medium,3,1,Goal
Dillon Powers,,Colorado Rapids,7,2014,Philadelphia Union,None,Right,Medium,Fast,8,2,Goal
Dillon Powers,,Colorado Rapids,6,2014,Atlanta Silverbacks,None,Right,Medium,Fast,2,2,Goal
Dillon Powers,,Colorado Rapids,5,2014,Montreal Impact,None,Right,Medium,Fast,4,0,Goal
Emil Nielsen,,Lyngby,4,2022,Fredericia,None,Right,Fast,Fast,4,0,Goal
Emil Nielsen,,Lyngby,3,2021,Horsens,None,Right,Medium,Medium,2,0,Goal
Emil Nielsen,,Lyngby,3,2021,Randers,None,Right,Medium,Fast,8,2,Goal
Emil Nielsen,,Lyngby,7,2020,Sonderjyske,None,Right,Fast,Fast,8,0,Save
Emil Nielsen,,Roskilde,5,2019,Fredericia,None,Right,Fast,Fast,2,0,Goal
Emil Nielsen,,Roskilde,5,2019,Viborg,None,Right,Medium,Fast,7,0,Goal
Emil Nielsen,,Roskilde,11,2018,Fredericia,None,Right,Medium,Fast,2,0,Goal
Emil Nielsen,,Roskilde,9,2019,Lyngby,None,Right,Medium,Fast,2,1,Goal
Marc McNulty,,Sunderland,10,2019,Oxford United,None,Right,Fast,Fast,7,0,Save
Thomas Amang,,Orange County SC,7,2023,Monterey Bay FC,None,Right,Medium,Fast,3,0,Goal
Thomas Amang,,Orange County SC,6,2023,FC Tulsa,None,Right,Medium,Fast,4,2,Goal
Milan Iloski,,Orange County SC,10,2023,Oakland Roots,None,Right,Medium,Fast,2,0,Goal
Milan Iloski,,Orange County SC,7,2023,Loudoun United,None,Right,Medium,Medium,2,0,Goal
Milan Iloski,,Orange County SC,6,2023,FC Tulsa,None,Right,Medium,Fast,7,0,Save
Milan Iloski,,Orange County SC,4,2023,Indy Eleven,None,Right,Medium,Medium,9,0,Goal
Milan Iloski,,Orange County SC,4,2023,Capo,None,Right,Medium,Medium,9,0,Goal
Milan Iloski,,Real Monarchs,7,2021,Las Vegas Lights,None,Right,Medium,Medium,9,0,Goal
Cameron Dunbar,,Minnesota United II,8,2023,LA Galaxy II,None,Right,Medium,Medium,2,0,Goal
Cameron Dunbar,,Minnesota United,5,2023,Philadelphia Union,None,Right,Medium,Medium,7,0,Goal
Cameron Dunbar,,LA Galaxy II,9,2022,El Paso Locomotive,None,Right,Fast,Fast,9,2,Goal
Cameron Dunbar,,LA Galaxy II,7,2022,Colorado Springs,None,Right,Medium,Slow,3,0,Goal
Cameron Dunbar,,LA Galaxy II,7,2022,San Diego Loyal,None,Right,Fast,Medium,2,0,Goal
Kevin Lankford,,St. Pauli,8,2019,Lubeck,None,Right,Medium,Medium,9,1,Goal
Darnell King,,Phoenix Rising,10,2020,Reno 1868,None,Right,Fast,Medium,2,0,Goal
Daniel Krutzen,,Forge,9,2021,Independiente,None,Left,Medium,Medium,2,0,Save
Daniel Krutzen,,Forge,8,2021,Atletico Ottawa,None,Left,Medium,Medium,3,0,Goal
Daniel Krutzen,,Forge,12,2020,Arcahaie,None,Left,Medium,Medium,9,0,Goal
Daniel Krutzen,,Forge,12,2020,Arcahaie,None,Left,Medium,Medium,3,0,Save
Daniel Krutzen,,Forge,11,2020,Tauro,None,Left,Medium,Medium,2,0,Goal
Daniel Krutzen,,Forge,9,2020,Pacific FC,None,Left,Medium,Medium,3,0,Goal
Babouccar Njie,,Rio Grande Valley,11,2021,Phoenix Rising,None,Left,Medium,Fast,9,0,Goal
Kevon Lambert,,Phoenix Rising,10,2019,Austin Bold,None,Right,Medium,Medium,3,0,Save
Kevon Lambert,,Phoenix Rising,10,2017,Swope Park Rangers,None,Right,Medium,Medium,7,0,Save
Jose Hernandez,,Oakland Roots,9,2021,San Diego Loyal,None,Right,Medium,Medium,9,0,Goal
Renzo Zambrano,,Pyunik,8,2022,Sheriff,None,Right,Medium,Medium,6,0,Save
Renzo Zambrano,,Portland Timbers II,4,2019,OKC Energy,None,Right,Medium,Medium,8,3,Miss
Renzo Zambrano,,Portland Timbers II,5,2018,Real Monarchs,None,Right,Medium,Medium,8,2,Miss
Manuel Arteaga,,Indy Eleven,9,2021,OKC Energy,None,Right,Slow,Fast,8,0,Save
Manuel Arteaga,,Indy Eleven,8,2021,Real Monarchs,None,Right,Slow,Fast,9,0,Goal
Manuel Arteaga,,Zamora,2,2020,Trujillanos,None,Right,Slow,Fast,9,2,Goal
Manuel Arteaga,,Deportivo La Guaira,4,2018,Caracas,None,Right,Slow,Medium,6,1,Goal
Manuel Arteaga,,Deportivo La Guaira,4,2018,Trujillanos,None,Right,Slow,Medium,6,0,Save
Manuel Arteaga,,Deportivo La Guaira,3,2018,Estudiantes de Caracas,None,Right,Slow,Fast,9,0,Goal
Federico Varela,,Rayo Majadahonda,10,2018,Sporting Gijon,None,Right,Slow,Medium,9,0,Save
Federico Varela,,Porto II,8,2017,Desportivo Aves,None,Right,Medium,Fast,2,0,Save
Federico Varela,,Porto II,8,2016,Academico Viseu,None,Right,Medium,Medium,2,0,Goal
Emil Cuello,,San Antonio FC,8,2021,Austin Bold,None,Left,Fast,Slow,5,1,Goal
Emil Cuello,,LA Galaxy  ,7,2019,Tijuana,None,Left,Medium,Fast,7,1,Save
Dariusz Formella,,Oakland Roots,5,2023,Birmingham Legion,None,Right,Medium,Fast,2,0,Goal
Dariusz Formella,,Oakland Roots,5,2023,Birmingham Legion,None,Right,Medium,Fast,7,0,Save
Dariusz Formella,,Oakland Roots,4,2023,Hartford Athletic,None,Right,Medium,Fast,2,1,Goal
Dariusz Formella,,Sacramento Republic,9,2021,El Paso Locomotive,None,Right,Medium,Fast,10,0,Miss
Dariusz Formella,,Sacramento Republic,8,2021,New York Red Bulls II,None,Right,Medium,Medium,7,0,Save
Dariusz Formella,,Sacramento Republic,7,2020,Tacoma Defiance,None,Right,Medium,Medium,8,1,Goal
Danny Trejo,,Phoenix Rising,6,2023,Louisville City,None,Right,Medium,Medium,4,0,Save
Manuel Arteaga,,Phoenix Rising,6,2023,Louisville City,None,Right,Slow,Fast,2,0,Goal
Nathan Dossantos,,Marshall Thundering Herd,5,2021,Clemson Tigers,None,Left,Medium,Fast,3,0,Goal
Joseph Farrell,,Phoenix Rising,11,2021,Rio Grande Valley,None,Right,Medium,Medium,9,1,Goal
Joseph Farrell,,Phoenix Rising,10,2020,El Paso Locomotive,None,Right,Medium,Medium,3,0,Goal
Joseph Farrell,,Phoenix Rising,10,2020,Reno 1868,None,Right,Medium,Medium,7,0,Goal
Joseph Farrell,,Phoenix Rising,10,2019,Austin Bold,None,Right,Medium,Medium,3,2,Goal
Joseph Farrell,,Rochester Rhinos,10,2016,New York Red Bulls II,None,Right,Medium,Medium,2,0,Goal
Arturo Ordonez,,Pittsburgh Riverhounds,10,2022,Birmingham Legion,None,Right,Medium,Fast,3,2,Goal
Junior Etou,,Charlotte independence,6,2021,Tampa Bay Rowdies,None,Left,Fast,Medium,9,0,Goal
Robbie Mertz,,Pittsburgh Riverhounds,8,2020,Indy Eleven,None,Right,Fast,Fast,2,0,Save
Robbie Mertz,,Pittsburgh Riverhounds,8,2020,New York Red Bulls II,None,Right,Fast,Medium,9,0,Goal
Robbie Mertz,,Pittsburgh Riverhounds,10,2019,Birmingham Legion,None,Right,Medium,Fast,2,0,Goal
Marc Ybarra,,Pittsburgh Riverhounds,10,2022,Birmingham Legion,None,Right,Medium,Slow,3,0,Goal
Marc Ybarra,,Michigan Wolverines,10,2021,Penn State,None,Right,Medium,Medium,8,0,Goal
Marc Ybarra,,Michigan Wolverines,9,2021,Loyola Chicago,None,Right,Fast,Medium,6,2,Goal
Marc Ybarra,,Michigan Wolverines,4,2021,Wisconsin Badgers,None,Right,Medium,Medium,8,0,Goal
Marc Ybarra,,Michigan Wolverines,11,2019,Indiana Hoosiers,None,Right,Medium,Fast,9,0,Goal
Trevor Zwetsloot,,Kaiserslautern U19,1,2018,Werder Bremen U19,None,Right,Medium,Medium,2,1,Goal
Trevor Zwetsloot,,Kaiserslautern U19,1,2018,Werder Bremen U19,None,Right,Medium,Fast,9,2,Goal
Kenardo Forbes,,Pittsburgh Riverhounds,10,2022,Louisville City,None,Right,Medium,Fast,3,2,Goal
Kenardo Forbes,,Pittsburgh Riverhounds,7,2019,North Carolina FC,None,Right,Medium,Fast,3,0,Save
Kenardo Forbes,,Pittsburgh Riverhounds,10,2018,Bethlehem Steel,None,Right,Medium,Medium,3,0,Goal
Kenardo Forbes,,Pittsburgh Riverhounds,10,2018,New York Red Bulls II,None,Right,Medium,Medium,7,0,Save
Kenardo Forbes,,Pittsburgh Riverhounds,9,2018,Indy Eleven,None,Right,Slow,Fast,2,0,Goal
Kenardo Forbes,,Pittsburgh Riverhounds,9,2018,Louisville City,None,Right,Medium,Medium,9,1,Goal
Kenardo Forbes,,Rochester Rhinos,4,2017,Charlotte Independence,None,Right,Medium,Medium,6,2,Goal
Albert Dikwa,,Pittsburgh Riverhounds,3,2023,Memphis 901,None,Right,Medium,Fast,9,0,Goal
Albert Dikwa,,Pittsburgh Riverhounds,10,2022,Louisville City,None,Right,Medium,Medium,2,0,Goal
Albert Dikwa,,Pittsburgh Riverhounds,10,2022,Birmingham Legion,None,Right,Medium,Fast,9,2,Goal
Edward Kizza,,Pittsburgh Riverhounds,10,2022,Birmingham Legion,None,Right,Medium,Medium,9,1,Goal
Tola Showunmi,,New Hampshire Wildcats,11,2022,FIU Panthers,None,Right,Medium,Medium,9,0,Goal
Tola Showunmi,,New Hampshire Wildcats,11,2022,UMASS Lowell River Hawks,None,Right,Medium,Fast,5,1,Goal
Tola Showunmi,,New Hampshire Wildcats,9,2022,Harvard Crimson,None,Right,Medium,Medium,3,3,Miss
Tola Showunmi,,New Hampshire Wildcats,10,2021,Vermont Catamouts,None,Right,Fast,Fast,8,0,Goal
Erick Pimentel,,Rio Grande Valley,10,2022,Monterey Bay FC,Carlos Herrera,Right,Medium,Medium,3,1,Save
Erick Pimentel,,Rio Grande Valley,11,2021,Phoenix Rising,None,Right,Medium,Medium,2,1,Goal
Wilmer Cabrera,,Butler Bulldogs,9,2022,University of Connecticut,None,Right,Medium,Medium,3,0,Save
Wilmer Cabrera,,Butler Bulldogs,8,2022,Western Michigan Broncos,None,Right,Medium,Medium,2,0,Goal
Wilmer Cabrera,,Butler Bulldogs,8,2021,Oakland Golden Grizzlies,None,Right,Medium,Fast,5,4,Miss
Wilmer Cabrera,,Butler Bulldogs,2,2021,Southern Illinois University,None,Right,Medium,Fast,8,0,Save
Wilmer Cabrera,,Butler Bulldogs,2,2021,Southern Illinois University,None,Right,Medium,Fast,1,0,Miss
Wilmer Cabrera,,Rio Grande Valley,4,2019,Las Vegas Lights,None,Right,Fast,Medium,7,0,Goal
Taylor Davila,,LA Galaxy II,5,2022,San Diego Loyal,None,Left ,Medium,Fast,3,1,Goal
Taylor Davila,,LA Galaxy II,5,2022,Louisville City,None,Left,Medium,Fast,9,1,Goal
Taylor Davila,,LA Galaxy II,9,2021,Oakland Roots,None,Left,Medium,Fast,9,0,Goal
Taylor Davila,,Rio Grande Valley,4,2023,South Georgia Tormenta,None,Left,Medium,Medium,9,0,Save
Ian Cerro,,University of Chattanooga,5,2022,Maryland Bobcats,None,Left,Medium,Fast,9,0,Save
Juan Galindrez,,Chattanooga Red Wolves,10,2022,South Georgia Tormenta,None,Right,Medium,Fast,3,0,Save
Juan Galindrez,,Chattanooga Red Wolves,7,2022,North Carolina FC,None,Right,Medium,Slow,7,0,Goal
Juan Galindrez,,Chattanooga Red Wolves,6,2022,Charlotte Independence,None,Right,Medium,Medium,2,0,Goal
Juan Galindrez,,Chattanooga Red Wolves,5,2022,Central Valley Fuego,None,Right,Medium,Fast,2,0,Goal
Christiano Francois,,Miami FC,10,2021,Loudoun United,None,Right,Fast,Fast,3,0,Goal
Christiano Francois,,Reno 1868,7,2020,Portland Timbers II,None,Right,Fast,Fast,2,3,Goal
Christiano Francois,,Pittsburgh Riverhounds,10,2018,Bethlehem Steel,None,Right,Fast,Fast,9,0,Goal
Frank Lopez,,Rio Grande Valley,5,2022,San Diego Loyal,None,Right,Fast,Fast,8,1,Save
Frank Lopez,,Rio Grande Valley,4,2022,Houston Dynamo,None,Right,Fast,Fast,8,1,Save
